Code_postal;Libelle_acheminement
07340;ST ETIENNE DE VALOUX
07230;ST GENEST DE BEAUZON
07800;ST GEORGES LES BAINS
07170;ST GERMAIN
07240;ST JEAN CHAMBRE
07300;ST JEAN DE MUZOLS
07320;ST JEURE D ANDAURE
07690;ST JULIEN VOCANCE
07310;ST MARTIAL
07260;ST MELANY
07160;ST MICHEL D AURANCE
07360;ST MICHEL DE CHABRILLANOUX
07450;ST PIERRE DE COLOMBIER
07140;LES SALELLES
07120;SAMPZON
07290;SATILLIEU
07240;SILHAC
07140;LES VANS NAVES
07410;VAUDEVANT
07610;VION
07800;LA VOULTE SUR RHONE
08130;AMBLY FLEURY
08290;AOUSTE
08390;ARTAISE LE VIVIER
08240;AUTRUCHE
08300;BARBY
08240;BAYONVILLE
08210;BEAUMONT EN ARGONNE
08300;BERGNICOURT
08300;BIERMES
08110;BLAGNY
08290;BLANCHEFOSSE ET BAY BAY
08160;BOUTANCOURT
08430;BOUVELLEMONT
08380;BROGNON
08240;BUZANCY
08110;CARIGNAN WE
08200;LA CHAPELLE
08400;CHARDENY
08600;CHARNOIS
08220;CHAUMONT PORCIEN WADIMONT
08400;BAIRON ET SES ENVIRONS LES ALLEUX
08360;CONDE LES HERPY
81350;SAUSSENAC
81630;LA SAUZIERE ST JEAN
81600;SENOUILLAC
81350;SERENAC
81130;TAIX
81630;TAURIAC
81190;TREBAN
81330;VABRE
81350;VALDERIES
81110;VERDALLE
81140;LE VERDIER
81530;VIANE
82290;ALBEFEUILLE LAGARDE
82210;ANGEVILLE
82500;BELBEZE EN LOMAGNE
82600;BOUILLAC
82700;BOURRET
82190;BRASSAC
82210;CAUMONT
82110;CAZES MONDENARD
82210;COUTURES
82170;DIEUPENTALE
82340;DUNES
82700;ESCATALENS
82160;ESPINAS
82190;FAUROUX
82140;FENEYROLS
82400;GASQUES
82500;GOAS
82400;GOUDOURVILLE
82100;LAFITTE
82130;LAFRANCAISE
82500;LAMOTHE CUMONT
82500;LARRAZET
82600;MAS GRENIER
82130;MONTASTRUC
82110;MONTBARLA
82200;MONTESQUIEU
82270;MONTPEZAT DE QUERCY
82160;MOUILLAC
82340;LE PIN
82400;POMMEVIC
82800;PUYGAILLARD DE QUERCY
82370;REYNIES
82150;ROQUECOR
82150;ST BEAUZEIL
82300;ST CIRQ
82110;SAUVETERRE
82110;TREJOULS
82370;VILLEBRUMIER
83600;LES ADRETS DE L ESTEREL
83840;BARGEME
83830;BARGEMON
83340;CABASSE
83330;LE CASTELLET LA BEGUDE
83300;CHATEAUDOUBLE REBOUILLON
83310;COGOLIN
83840;COMPS SUR ARTUBY
83570;COTIGNAC
83570;ENTRECASTEAUX
83560;ESPARRON
83440;FAYENCE
83830;FIGANIERES
83340;FLASSANS SUR ISSOLE
83590;GONFARON
83400;HYERES ILE DU LEVANT
83400;HYERES PORQUEROLLES
83510;LORGUES
83340;LES MAYONS
83570;MONTFORT SUR ARGENS
83920;LA MOTTE
83470;OLLIERES
83390;PIERREFEU DU VAR
83120;LE PLAN DE LA TOUR
83220;LE PRADET
83136;ROCBARON
83520;ROQUEBRUNE SUR ARGENS
83170;ROUGIERS
83136;STE ANASTASIE SUR ISSOLE
83530;ST RAPHAEL LE TRAYAS
83630;LES SALLES SUR VERDON
83210;SOLLIES TOUCAS
83340;LE THORONET
83720;TRANS EN PROVENCE
83840;TRIGANCE
83170;VINS SUR CARAMY
83820;RAYOL CANADEL SUR MER CANADEL
84390;AUREL
84400;AURIBEAU
84000;AVIGNON
84140;AVIGNON MONTFAVET
84330;LE BARROUX
84190;BEAUMES DE VENISE
84120;BEAUMONT DE PERTUIS
84500;BOLLENE
84480;BUOUX
84220;CABRIERES D AVIGNON
84200;CARPENTRAS
84160;CUCURON
84110;FAUCON
46120;LE BOURG
46100;BOUSSAC
46130;CAHUS
46100;CAPDENAC
46500;CARLUCET
46170;CEZAC
46230;ESCAMPS
46320;ESPAGNAC STE EULALIE
46320;ESPEDAILLAC
46090;ESPERE
46130;ESTAL
46320;FLAUJAC GARE
46090;FLAUJAC POUJOLS
46700;FLORESSAS
46230;FONTANES
46600;GIGNAC
46300;GINOUILLAC
46130;GLANES
46700;GREZELS
46240;COEUR DE CAUSSE LABASTIDE MURAT
46700;LACAPELLE CABANAC
46240;LAMOTHE CASSEL
46350;LAMOTHE FENELON
46090;LAROQUE DES ARCS
46160;LARROQUE TOIRAC
46130;LAVAL DE CERE
46340;LAVERCANTIERE
46100;LENTILLAC ST BLAISE
46300;LEOBARD
46150;LHERM
46600;MARTEL
46200;MEYRONNE
46160;MONTBRUN
46700;MONTCABRIER
46800;MONTCUQ EN QUERCY BLANC VALPRIONDE
46800;MONTLAUZUN
46600;MONTVALENT
46150;NUZEJOULS
46140;PARNAC
46170;PERN
46340;RAMPOUX
46500;REILHAC
46500;RIGNAC
46360;SABADEL LAUZES
46260;SAILLAC
46250;ST CAPRAIS
46360;LES PECHS DU VERS ST CERNIN
46360;LES PECHS DU VERS ST MARTIN DE VERS
46210;ST CIRGUES
46330;ST GERY
46210;ST HILAIRE
46260;ST JEAN DE LAUR
46210;ST MEDARD NICOURBY
46160;ST PIERRE TOIRAC
46600;SARRAZAC
46700;SERIGNAC
46320;SONAC
46150;THEDIRAC
46330;TOUR DE FAURE
46090;TRESPOUX RASSIELS
46090;ST PIERRE LAFEUILLE
47350;AGME
47190;AIGUILLON
47110;ALLEZ ET CAZENEUVE
47700;ANZEX
47470;BLAYMONT
47410;BOURGOUGNAGUE
47600;CALIGNAC
47340;CASSIGNAS
47250;COCUMONT
47260;COULX
47220;CUQ
47470;DONDAS
47350;ESCASSEFORT
47400;FAUGUEROLLES
47400;HAUTESVIGNES
47150;LACAUSSADE
47350;LACHAPELLE
47310;LAPLUME
47200;MARMANDE
47220;MARMONT PACHAS
47370;MASQUIERES
47140;MASSELS
47140;MASSOULES
47340;MONBALEN
47380;MONCLAR
47600;MONTAGNAC SUR AUVIGNON
47210;MONTAUT
47350;MONTIGNAC TOUPINERIE
47360;MONTPEZAT
47200;MONTPOUILLAN
47290;MOULINET
47600;NOMDIEU
47210;PARRANQUET
47360;PRAYSSAS
47800;PUYSSERAMPION
47160;RAZIMET
47350;ST AVIT
47180;STE BAZEILLE
47120;STE COLOMBE DE DURAS
44110;LOUISFERT
44420;MESQUER
44520;MOISDON LA RIVIERE
44620;LA MONTAGNE
44330;MOUZILLON
44200;NANTES
44390;NORT SUR ERDRE
44440;PANNECE
44270;PAULX
44290;PIERRIC
44540;LE PIN
44630;PLESSE LE COUDRAY
44630;PLESSE LE DRESNY
44710;PORT ST PERE
44440;RIAILLE
44660;RUFFIGNE
44117;ST ANDRE DES EAUX
44250;ST BREVIN LES PINS MINDIN
44650;CORCOUE SUR LOGNE LA BENATE
44270;ST ETIENNE DE MER MORTE
44360;ST ETIENNE DE MONTLUC
44150;ST GEREON
44150;VAIR SUR LOIRE ST HERBLON
44680;ST HILAIRE DE CHALEONS
44550;ST MALO DE GUERSAC
44850;ST MARS DU DESERT
44320;ST PERE EN RETZ
44320;ST VIAUD
44570;TRIGNAC
44116;VIEILLEVIGNE
44810;LA CHEVALLERAIS
45230;AILLANT SUR MILLERON
45480;ANDONVILLE
45410;ARTENAY
45300;ASCOUX
45130;LE BARDON
45420;BATILLY EN PUISAYE
45130;BAULE
45210;LE BIGNON MIRABEAU
45340;BOISCOMMUN
45460;LES BORDES
45140;BOULAY LES BARRES
45300;BOYNES
45460;BRAY EN VAL
45250;BRETEAU
45250;BRIARE
45310;BRICY
45620;CERDON
45300;CESARVILLE DOSSAINVILLE
45360;CHATILLON SUR LOIRE
45480;CHAUSSY
45700;CONFLANS SUR LOING
45120;CORQUILLEROY
45300;COURCELLES
45300;DADONVILLE
45300;ENGENVILLE
45300;ESTOUY
45450;FAY AUX LOGES
45600;GUILLY
45130;HUISSEAU SUR MAUVES
45140;INGRE
45300;INTVILLE LA GUETARD
45150;JARGEAU
45480;JOUY EN PITHIVERAIS
45300;LAAS
45410;LION EN BEAUCE
45600;LION EN SULLIAS
45490;LORCY
45300;LE MALESHERBOIS MANCHECOURT
45330;LE MALESHERBOIS COUDRAY
45240;MENESTREAU EN VILLETTE
45210;MERINVILLE
45370;MEZIERES LEZ CLERY
45490;MIGNERES
45340;MONTLIARD
45700;MORMANT SUR VERNISSON
45260;NOYERS
45000;ORLEANS
74260;LES GETS
74310;LES HOUCHES
74140;MACHILLY
74250;MARCELLAZ
74970;MARIGNIER
74490;MEGEVETTE
74440;MIEUSSY
74110;MONTRIOND
74110;MORZINE
74110;MORZINE AVORIAZ
74150;MOYE
74540;MURES
74140;NERNIER
74480;PASSY MONT BLANC D ASSY
74250;PEILLONNEX
74120;PRAZ SUR ARLY
74370;PRINGY FERRIERES
74800;LA ROCHE SUR FORON
74140;ST CERGUES
74150;ST EUSEBE
74170;ST GERVAIS LES BAINS
74430;ST JEAN D AULPS
70700;CITEY
70240;COLOMBOTTE
70120;COMBEAUFONTAINE
70320;CORBENAY
70300;LA CORBIERE
70310;CORRAVILLERS
70400;COURMONT
70100;CRESANCEY
70700;CUGNEY
70150;CULT
70230;DAMPIERRE SUR LINOTTE PRESLE
70270;ECROMAGNY
70600;ECUELLE
70400;ERREVET
70110;ESPRELS
70100;FAHY LES AUTREY
70600;FOUVENT ST ANDOCHE
70800;FRANCALMONT
70180;FRANCOURT
70130;FRETIGNEY ET VELLOREILLE
70200;FROTEY LES LURE
70110;GRAMMONT
70190;GRANDVELLE ET LE PERRENOT
70400;GRANGES LE BOURG
70100;GRAY
70440;HAUT DU THEM CHATEAU LAMBERT
70150;HUGIER
70500;JUSSEY
70500;LAMBREY
70200;LOMONT
70300;LUXEUIL LES BAINS
70110;LES MAGNY
70240;MAILLERONCOURT CHARETTE
70110;MELECEY
70270;MELISEY
70400;MIGNAVILLERS
70200;MOFFANS ET VACHERESSE
70240;MOLLANS
70500;MONTIGNY LES CHERLIEU
70110;MONTJUSTIN ET VELOTTE
70120;MONT ST LEGER
70100;MONTUREUX ET PRANTIGNY
70120;LA ROCHE MOREY BETONCOURT LES MENETRIERS
70120;LA ROCHE MOREY SUAUCOURT ET PISSELOUP
70190;NEUVELLE LES CROMARY
70130;NEUVELLE LES LA CHARITE
70360;LA NEUVELLE LES SCEY
70000;NOROY LE BOURG
70110;OPPENANS
70300;ORMOICHE
70500;ORMOY
70500;OUGE
70150;PIN
70290;PLANCHER BAS
70290;PLANCHER LES MINES
70310;LA PROISELIERE ET LANGLE
70120;RENAUCOURT
70100;RIGNY
70190;RIOZ
70190;RIOZ LES FONTENIS
70000;ROSEY
70500;ROSIERES SUR MANCE
70190;RUHANS
70100;ST BROING
70100;SAUVIGNEY LES GRAY
70120;SEMMADON
70160;SENONCOURT
70130;SOING CUBRY CHARENTENAY CHARENTENAY
70130;SOING CUBRY CHARENTENAY CUBRY LES SOING
70120;THEULEY
70230;THIENANS
70120;TINCEY ET PONTREBEAU
70360;TRAVES
70400;TREMOINS
70150;TROMAREY
70180;VAITE
70160;LE VAL ST ELOI
70170;VAUCHOUX
70210;VAUVILLERS
70700;VAUX LE MONCELOT
70110;VELLECHEVREUX ET COURBENANS
70000;VELLEFAUX
70700;VELLOREILLE LES CHOYE
70000;VESOUL
70310;LA VOIVRE
71350;ALLEREY SUR SAONE
71170;ANGLURE SOUS DUN
71400;ANTULLY
71400;AUTUN
71260;AZE
71640;BARIZEY
71120;BARON
71580;BEAUREPAIRE EN BRESSE
71620;BEY
71450;BLANZY
71800;BOIS STE MARIE
71140;BOURBON LANCY
71190;BROYE
71250;BUFFIERES
71460;BURZY
08400;CONTREUVE
08800;DEVILLE
08150;L ECHELLE
08300;ECLY
08090;FAGNON
08270;FAUX
08290;LA FEREE
08200;FLEIGNEUX
08600;FOISCHES
08220;FRAILLICOURT
08000;LA FRANCHEVILLE
08440;GERNELLE
08600;GIVET
08220;GIVRON
08230;GUE D HOSSUS
08290;HANNAPPES
08170;HARGNIES
08240;HARRICOURT
08800;LES HAUTES RIVIERES LINCHAMPS
08360;HERPY L ARLESIENNE
08240;IMECOURT
08270;JUSTINE HERBIGNY
08800;LAIFOUR LA PETITE COMMUNE
08460;LALOBBE
08130;LAMETZ
08290;LIART
08300;LUCQUY
08440;LUMES
08400;MANRE
08260;MARBY
08400;MARVAUX VIEUX
08310;MENIL LEPINOIS
08140;LA MONCELLE
08430;MONDIGNY
08250;MONTCHEUTIN
08800;MONTHERME
08430;MONTIGNY SUR VENCE
08300;NANTEUIL SUR AISNE
08270;LA NEUVILLE LES WASIGNY
08700;NOUZONVILLE MEILLIER FONTAINE
08300;NOVY CHEVRIERES
08290;PREZ LA CERLEAU
08270;PUISEUX
08220;REMAUCOURT
08150;RENWEZ
08500;REVIN
08220;ROCQUIGNY
08220;ROCQUIGNY LA HARDOYE
08220;ROCQUIGNY MAINBRESSON
08230;ROCROI HONGREAU
08150;ROUVROY SUR AUDRY
08140;RUBECOURT ET LAMECOURT
08290;RUMIGNY
08220;ST JEAN AUX BOIS
08300;ST LOUP EN CHAMPAGNE
08190;SAULT ST REMY
08150;SECHEVAL
08220;SEVIGNY WALEPPE
08250;SOMMERANCE
08150;SORMONNE
08800;THILAY
08460;THIN LE MOUTIER
08090;THIS
08800;TOURNAVAUX
08400;VANDY
08130;VAUX CHAMPAGNE
08270;VIEL ST REMY MARGY
08190;VIEUX LES ASFELD
08210;VILLERS DEVANT MOUZON
08400;VONCQ
08090;WARNECOURT
08210;YONCQ
09400;ALLIAT
09240;ALZEN
09250;APPY
09800;ARROUT
09800;AUCAZEIN
09310;AULOS
09250;AXIAT
09110;AX LES THERMES
09600;BELLOC
09100;BENAGUES
09100;BONNAC
09350;LES BORDES SUR ARIZE
09320;BOUSSENAC
09800;BUZAN
09460;CARCANIERES
09400;CAZENAVE SERRES ET ALLENS
09230;CERIZOLS
09000;COS
09120;CRAMPAGNA
09600;DUN
09600;DUN ENGRAVIES
09420;ESPLAS DE SEROU
09200;EYCHEIL
09000;L HERM
09700;JUSTINIAC
09700;LABATUT
09400;LAPEGE
09240;LARBONT
84220;GORDES
84480;LACOSTE
84800;LAGNES
84160;LOURMARIN
84560;MENERBES
84390;MONIEUX
84170;MONTEUX
84220;MURS
84110;PUYMERAS
84160;PUYVERT
84110;RASTEAU
84600;RICHERENCHES
84440;ROBION
84190;LA ROQUE ALRIC
84400;SAIGNON
84390;ST LEGER DU VENTOUX
84750;ST MARTIN DE CASTILLON
84220;ST PANTALEON
84110;ST ROMAIN EN VIENNOIS
84490;ST SATURNIN LES APT
84240;SANNES
84390;SAULT
84110;VAISON LA ROMAINE
84600;VALREAS
84210;VENASQUE
84820;VISAN
85120;ANTIGNY
85130;BAZOGES EN PAILLERS
85190;BEAULIEU SOUS LA ROCHE
85500;BEAUREPAIRE
85600;LA BOISSIERE DE MONTAIGU
85600;BOUFFERE
85420;BOUILLE COURDAULT
85470;BRETIGNOLLES SUR MER
85120;BREUIL BARRET
85260;LES BROUZILS
85410;LA CAILLERE ST HILAIRE ST HILAIRE DU BOIS
85220;LA CHAIZE GIRAUD
85110;CHANTONNAY
85110;CHANTONNAY ST PHILBERT DU PONT CHARRAULT
85150;LA CHAPELLE ACHARD
85210;LA CHAPELLE THEMER
85120;LA CHATAIGNERAIE
85320;CORPE
85170;DOMPIERRE SUR YON
85140;ESSARTS EN BOCAGE STE FLORENCE
85280;LA FERRIERE
85700;SEVREMONT ST MICHEL MONT MERCURE
85200;FONTENAY LE COMTE
85200;FONTENAY LE COMTE ST MEDARD DES PRES
85540;LE GIVRE
85350;L ILE D YEU
85520;JARD SUR MER
85120;LOGE FOUGEREUSE
85200;LONGEVES
85590;MALLIEVRE
85320;MAREUIL SUR LAY DISSAIS
85570;MARSAIS STE RADEGONDE
85200;MERVENT
85700;MONTOURNAIS
85430;NIEUL LE DOLENT
85330;NOIRMOUTIER EN L ILE
85320;PEAULT
85700;POUZAUGES
85700;REAUMUR
85210;LA REORTHE
85620;ROCHESERVIERE
85320;ROSNAY
85210;ST AUBIN LA PLAINE
85540;ST AVAUGOURD DES LANDES
85110;STE CECILE
85670;ST ETIENNE DU BOIS
85150;STE FLAIVE DES LOUPS
85310;RIVES DE L YON CHAILLE SOUS LES ORMEAUX
85310;RIVES DE L YON ST FLORENT DES BOIS
85600;ST GEORGES DE MONTAIGU
85270;ST HILAIRE DE RIEZ SION SUR L OCEAN
85210;ST JUIRE CHAMPGILLON
85410;ST LAURENT DE LA SALLE
85220;ST MAIXENT SUR VIE
85570;ST MARTIN DES FONTAINES
85390;ST MAURICE LE GIRARD
85580;ST MICHEL EN L HERM
85660;ST PHILBERT DE BOUAINE
85420;ST SIGISMOND
85230;ST URBAIN
85540;ST VINCENT SUR GRAON
85480;THORIGNY
85130;TIFFAUGES
85600;TREIZE SEPTIERS
85150;VAIRE
85770;VELLUIRE
85250;VENDRENNES
85770;VIX
86430;ASNIERES SUR BLOUR
86330;AULNAY
86460;AVAILLES LIMOUZINE
86420;BERTHEGON
86310;BETHINES
86580;BIARD
47310;STE COLOMBE EN BRUILHOIS
47250;STE GEMME MARTAILLAC
47450;ST HILAIRE DE LUSIGNAN
47270;ST MARTIN DE BEAUVILLE
47180;ST MARTIN PETIT
47800;ST PARDOUX ISAAC
47270;ST ROMAIN LE NOBLE
47120;ST SERNIN
47310;ST VINCENT DE LAMONTJOIE
47500;ST VITE
47250;SAMAZAN
47150;SAVIGNAC SUR LEYZE
47410;SEGALAS
47410;SERIGNAC PEBOUDOU
47310;SERIGNAC SUR GARONNE
47380;TOMBEBOEUF
47260;VERTEUIL D AGENAIS
47300;VILLENEUVE SUR LOT
48310;ALBARET LE COMTAL
48200;ALBARET STE MARIE
48250;LA BASTIDE PUYLAURENT
48170;BELVEZET
48200;LES BESSONS
48190;LE BLEYMARD
48310;BRION
48400;CASSAGNAS
48000;CHASTEL NOUVEL
48170;CHAUDEYRAC
48300;CHEYLARD L EVEQUE
48400;BEDOUES COCURES
48400;BEDOUES COCURES BEDOUES
48310;LA FAGE MONTIVERNOUX
48150;GATUZIERES
48340;LES HERMAUX
48150;HURES LA PARADE
48170;LAUBERT
48260;MARCHASTEL
48500;LE MASSEGROS
48000;MENDE
48100;BOURGS SUR COLAGNE CHIRAC
48100;BOURGS SUR COLAGNE PIN MORIES
48210;MONTBRUN
48220;PONT DE MONTVERT SUD MONT LOZERE FRAISSINET DE LOZERE
48320;QUEZAC
48260;RECOULES D AUBRAC
48200;RIMEIZE
48150;LE ROZIER
48800;ST ANDRE CAPCEZE
48240;ST ANDRE DE LANCIZE
48700;ST DENIS EN MARGERIDE
48210;STE ENIMIE
48330;ST ETIENNE VALLEE FRANCAISE
48300;ST FLOUR DE MERCOIRE
48170;ST FREZAL D ALBUGES
48500;ST GEORGES DE LEVEJAC
48170;ST JEAN LA FOUILLOUSE
48160;ST JULIEN DES POINTS
48100;ST LAURENT DE MURET
48100;ST LEGER DE PEYRE
48160;ST MARTIN DE BOUBAUX
48600;ST PAUL LE FROID
48140;ST PRIVAT DU FAU
48600;ST SYMPHORIEN
49650;ALLONNES
49240;AVRILLE
49150;BAUGE EN ANJOU
49150;BAUGE EN ANJOU CHARTRENE
49150;BAUGE EN ANJOU CUON
49150;BAUGE EN ANJOU LE GUEDENIAU
49150;BAUGE EN ANJOU ST QUENTIN LES BEAUREPAIRE
49070;BEAUCOUZE
49250;BEAUFORT EN ANJOU
49450;BEAUPREAU EN MAUGES VILLEDIEU LA BLOUERE
49320;BLAISON ST SULPICE
49320;BLAISON ST SULPICE GOHIER
49320;BLAISON ST SULPICE ST SULPICE
49650;BRAIN SUR ALLONNES
49220;CHAMBELLAY
49220;CHENILLE CHAMPTEUSSE
49270;OREE D ANJOU CHAMPTOCEAUX
49270;OREE D ANJOU LA VARENNE
49270;OREE D ANJOU ST LAURENT DES AUTELS
49530;OREE D ANJOU LIRE
49500;LA CHAPELLE SUR OUDON
49290;CHAUDEFONDS SUR LAYON
49380;CHAVAGNES
49500;CHAZE SUR ARGOS
49125;CHEFFES
49120;CHEMILLE EN ANJOU LA JUMELLIERE
49310;CHEMILLE EN ANJOU LA SALLE DE VIHIERS
49700;CIZAY LA MADELEINE
49390;COURLEON
49460;FENEU
49500;LA FERRIERE DE FLEE
49700;FORGES
49350;GENNES VAL DE LOIRE ST GEORGES DES SEPT VOIES
49220;LA JAILLE YVON
49440;LOIRE
49500;LOUVAINES
49630;MAZE MILON
74450;ST JEAN DE SIXT
74800;ST PIERRE EN FAUCIGNY
74540;ST SYLVESTRE
74700;SALLANCHES
74700;SALLANCHES ST ROCH
74350;LE SAPPEY
74140;SCIEZ
74950;SCIONZIER
74230;SERRAVAL
74150;VAL DE FIER SION
74150;VAL DE FIER ST ANDRE VAL DE FIER
74200;THONON LES BAINS VONGY
74140;VEIGY FONCENEX
74100;VETRAZ MONTHOUX
74290;VEYRIER DU LAC
74230;LES VILLARDS SUR THONES
74350;VOVRAY EN BORNES
75010;PARIS
75018;PARIS
76920;AMFREVILLE LA MI VOIE
76370;ANCOURT
76110;ANGERVILLE BAILLEUL
76280;ANGLESQUEVILLE L ESNEVAL
76680;ARDOUVAL
76390;AUMALE
76520;LES AUTHIEUX SUR LE PORT ST OUEN
76660;BAILLEUL NEUVILLE
76260;BAROMESNIL
76850;BEAUMONT LE HARENG
76890;BEAUTOT
76790;BENOUVILLE
76450;BERTHEAUVILLE
76560;BERVILLE
76210;BEUZEVILLE LA GRENIER
76190;BLACQUEVILLE
76750;BOIS HEROULT
76750;BOISSAY
76520;BOOS
76710;BOSC GUERARD ST ADRIEN
76680;BOSC MESNIL
76750;BOSC ROGER SUR BUCHY
76460;CAILLEVILLE
76890;CALLEVILLE LES DEUX EGLISES
76450;CANOUVILLE
76190;CARVILLE LA FOLLETIERE
76590;LE CATELIER
76780;LA CHAPELLE ST OUEN
76570;CIDEVILLE
76690;CLAVILLE MOTTEVILLE
76410;CLEON
76450;CLEUVILLE
76550;COLMESNIL MANNEVILLE
76850;COTTEVRARD
76720;CRESSY
76590;CRIQUETOT SUR LONGUEVILLE
76760;CRIQUETOT SUR OUVILLE
76680;CRITOT
76780;CROISY SUR ANDELLE
76190;CROIX MARE
76720;CROPUS
76590;CROSVILLE SUR SCIE
76260;CUVERVILLE SUR YERES
76510;DAMPIERRE ST NICOLAS
76340;DANCOURT
76590;DENESTANVILLE
76200;DIEPPE
76560;DOUDEVILLE
76630;DOUVREND
76480;DUCLAIR
76190;ECRETTEVILLE LES BAONS
76540;ECRETTEVILLE SUR MER
76970;ECTOT LES BAONS
76500;ELBEUF
76540;ELETOT
76400;EPREVILLE
76740;ERMENOUVILLE
76710;ESLETTES
76750;ESTOUTEVILLE ECALLES
76640;FAUVILLE EN CAUX
76290;FONTAINE LA MALLET
76160;FONTAINE SOUS PREAUX
76440;FORGES LES EAUX
76570;FRESQUIENNES
76190;ST MARTIN DE L IF FREVILLE
76560;FULTOT
76740;LA GAILLARDE
76870;GAILLEFONTAINE
76540;GERPONVILLE
76700;GONFREVILLE L ORCHER
76560;GONZEVILLE
76220;GOURNAY EN BRAY
76370;GREGES
76810;GREUVILLE
76210;GRUCHET LE VALASSE
76340;GUERVILLE
76560;HARCANVILLE
76550;HAUTOT SUR MER
76113;HAUTOT SUR SEINE
76610;LE HAVRE ROUELLES
76620;LE HAVRE
71390;CERSOT
71570;CHAINTRE
71110;CHAMBILLY
71480;CHAMPAGNAT
71530;CHAMPFORGEUIL
71120;CHAMPLECY
71520;LA CHAPELLE DU MONT DE FRANCE
71800;LA CHAPELLE SOUS DUN
71320;CHARBONNAT
71270;CHARETTE VARENNES
71510;CHATEL MORON
71880;CHATENOY LE ROYAL
71150;CHEILLY LES MARANGES
71250;CHERIZET
71520;CLERMAIN
71460;CORTEVAIX
71760;CRESSY SUR SOMME
71200;LE CREUSOT
71530;CRISSEY
71140;CRONAT
71520;CURTIL SOUS BUFFIERES
71550;CUSSY EN MORVAN
71620;DAMEREY
71960;DAVAYE
71150;DEMIGNY
71510;DENNEVY
71330;DEVROUZE
71160;DIGOIN
71800;DYO
71240;ETRIGNY CHAMPLIEU
71120;FONTENAY
71440;LA FRETTE
71270;FRONTENARD
71960;FUISSE
71460;GERMAGNY
71520;GERMOLLES SUR GROSNE
71300;GOURDON
71700;GREVILLY
71160;LES GUERREAUX
71220;LA GUICHE
71250;LOURNAND
71240;MANCEY
71420;MARLY SUR ARROUX
71520;MATOUR
71340;MELAY
71640;MELLECEY
71390;MESSEY SUR GROSNE
71140;MONT
71390;MONTAGNY LES BUXY
71710;MONTCENIS
71210;MONTCHANIN
71400;MONTHELON
71520;MONTMELARD
71170;MUSSY SOUS DUN
71600;NOCHIZE
71380;OSLON
71370;OUROUX SUR SAONE
71700;OZENAY
71120;OZOLLES
71600;PARAY LE MONIAL
71330;LE PLANOIS
71270;PONTOUX
71290;RATENELLE
71160;ST AGNAN
71260;ST ALBAIN
71570;ST AMOUR BELLEVUE
71340;ST BONNET DE CRAY
71430;ST BONNET DE VIEILLE VIGNE
71470;STE CROIX
71370;ST ETIENNE EN BRESSE
71320;ST EUGENE
71330;ST GERMAIN DU BOIS
71460;ST HURUGE
71210;ST JULIEN SUR DHEUNE
71380;ST MARCEL
71640;ST MARD DE VAUX
71490;ST MARTIN DE COMMUNE
71460;ST MARTIN DU TARTRE
71350;ST MARTIN EN GATINOIS
71640;ST MARTIN SOUS MONTAIGU
71460;ST MAURICE DES CHAMPS
71670;ST PIERRE DE VARENNES
71520;ST POINT
71990;ST PRIX
71420;ST ROMAIN SOUS VERSIGNY
71800;ST SYMPHORIEN DES BOIS
71000;SANCE
71460;SANTILLY
71460;SAVIGNY SUR GROSNE
71440;SAVIGNY SUR SEILLE
71260;SENOZAN
71310;SERLEY
71290;SIMANDRE
71960;SOLOGNY
71540;SOMMANT
71250;TAIZE TAIZE COMMUNAUTE
71330;LE TARTRE
71400;TAVERNAY
71440;TRONCHY
71130;UXEAU
09300;LAVELANET
09120;MALLEON
09230;MONTARDIT
09700;MONTAUT
09200;MONTEGUT EN COUSERANS
09120;MONTEGUT PLANTAUREL
09240;MONTELS
09300;MONTFERRIER
09330;MONTGAILLARD
09300;NALZEN
09400;NIAUX
09220;ORUS
09140;OUST
09300;PEREILLE
09460;LE PLA
09000;PRAYOLS
09460;LE PUCH
09200;RIVERENERT
09300;ROQUEFIXADE
09100;ST AMADOU
09500;ST JULIEN DE GRAS CAPOU
09400;SAURAT
09120;SEGURA
09140;SEIX
09190;LORP SENTARAILLE
09400;SURBA
09240;SUZAN
09600;TABRE
09400;TARASCON SUR ARIEGE BANAT
09350;THOUARS SUR ARIZE
09110;TIGNAC
09500;TOURTROL
09800;UCHENTEIN
09100;UNZENT
09310;URS
09310;VEBRE
09220;VICDESSOS
09130;VILLENEUVE DU LATOU
10160;AIX VILLEMAUR PALIS
10320;ASSENAY
10150;AUBETERRE
10130;AUXON
10600;BARBEREY ST SULPICE
10400;BARBUISE COURTAVANT
10140;BOSSANCOURT
10380;BOULAGES
10140;BRIEL SUR BARSE
10110;BUXIERES SUR ARCE
10500;CHALETTE SUR VOIRE
10700;CHAPELLE VALLON
10150;CHARMONT SOUS BARBUISE
10510;CHATRES
10240;CHAUDREY
10330;CHAVANGES
10210;ETOURVY
10290;FAUX VILLECERF
10280;FONTAINE LES GRES
10400;FONTENAY DE BOSSERY
10100;GELANNES
10170;LES GRANDES CHAPELLES
10200;JAUCOURT
10320;JEUGNY
10260;JULLY SUR SARCE
10310;JUVANCOURT
10500;JUZANVIGNY
10210;LAGESSE
10210;LANTAGES
10150;LAVAU LA VALLOTE
10320;LIREY
10210;LA LOGE POMBLIN
10270;LUSIGNY SUR BARSE
10320;MACHY
10350;MARIGNY LE CHATEL
10500;MATHAUX
